250,0.0049728,0.0027054,0.0061346
251,0.0045251,0.0024722,0.0056532
252,0.0040774,0.002239,0.0051718
253,0.0036298,0.0020057,0.0046904
254,0.0031821,0.0017725,0.004209
255,0.0027344,0.0015393,0.0037276
256,0.0022867,0.0013061,0.0032462
257,0.001839,0.0010729,0.0027648
258,0.0013914,0.00083964,0.0022834
259,0.00094368,0.00060642,0.001802
260,0.000496,0.0003732,0.0013206
261,0.0009839,0.00081688,0.0017222
262,0.0014718,0.0012606,0.0021238
263,0.0019597,0.0017042,0.0025253
264,0.0024476,0.0021479,0.0029269
265,0.0029355,0.0025916,0.0033285
266,0.0034234,0.0030353,0.0037301
267,0.0039113,0.003479,0.0041317
268,0.0043992,0.0039226,0.0045332
269,0.0048871,0.0043663,0.0049348
270,0.005375,0.00481,0.0053364
271,0.0049802,0.004525,0.0049375
272,0.0045853,0.0042401,0.0045386
273,0.0041905,0.0039551,0.0041396
274,0.0037956,0.0036702,0.0037407
275,0.0034008,0.0033852,0.0033418
276,0.003006,0.0031002,0.0029429
277,0.0026111,0.0028153,0.002544
278,0.0022163,0.0025303,0.002145
279,0.0018214,0.0022454,0.0017461
280,0.0014266,0.0019604,0.0013472
281,0.001295,0.0017823,0.0012156
282,0.0011635,0.0016042,0.001084
283,0.0010319,0.0014261,0.00095234
284,0.00090036,0.001248,0.00082072
285,0.0007688,0.0010699,0.0006891
286,0.00063724,0.0008918,0.00055748
287,0.00050568,0.0007137,0.00042586
288,0.00037412,0.0005356,0.00029424
289,0.00024256,0.0003575,0.00016262
290,0.000111,0.0001794,3.1e-005
291,0.00014718,0.00020166,7.454e-005
292,0.00018336,0.00022392,0.00011808
293,0.00021954,0.00024618,0.00016162
294,0.00025572,0.00026844,0.00020516
295,0.0002919,0.0002907,0.0002487
296,0.00032808,0.00031296,0.00029224
297,0.00036426,0.00033522,0.00033578
298,0.00040044,0.00035748,0.00037932
299,0.00043662,0.00037974,0.00042286
300,0.0004728,0.000402,0.0004664
301,0.00045112,0.00041708,0.0004453
302,0.00042944,0.00043216,0.0004242
303,0.00040776,0.00044724,0.0004031
304,0.00038608,0.00046232,0.000382
305,0.0003644,0.0004774,0.0003609
306,0.00034272,0.00049248,0.0003398
307,0.00032104,0.00050756,0.0003187
308,0.00029936,0.00052264,0.0002976
309,0.00027768,0.00053772,0.0002765
310,0.000256,0.0005528,0.0002554
311,0.0003074,0.00057218,0.0003042
312,0.0003588,0.00059156,0.000353
313,0.0004102,0.00061094,0.0004018
314,0.0004616,0.00063032,0.0004506
315,0.000513,0.0006497,0.0004994
316,0.0005644,0.00066908,0.0005482
317,0.0006158,0.00068846,0.000597
318,0.0006672,0.00070784,0.0006458
319,0.0007186,0.00072722,0.0006946
320,0.00077,0.0007466,0.0007434
321,0.00088124,0.00083774,0.0008293
322,0.00099248,0.00092888,0.0009152
323,0.0011037,0.00102,0.0010011
324,0.001215,0.0011112,0.001087
325,0.0013262,0.0012023,0.0011729
326,0.0014374,0.0012934,0.0012588
327,0.0015487,0.0013846,0.0013447
328,0.0016599,0.0014757,0.0014306
329,0.0017712,0.0015669,0.0015165
330,0.0018824,0.001658,0.0016024
331,0.0019236,0.0017398,0.0015712
332,0.0019647,0.0018216,0.00154
333,0.0020059,0.0019034,0.0015089
334,0.002047,0.0019852,0.0014777
335,0.0020882,0.002067,0.0014465
336,0.0021294,0.0021488,0.0014153
337,0.0021705,0.0022306,0.0013841
338,0.0022117,0.0023124,0.001353
339,0.0022528,0.0023942,0.0013218
340,0.002294,0.002476,0.0012906
341,0.0024826,0.002637,0.0013542
342,0.0026712,0.0027979,0.0014178
343,0.0028599,0.0029589,0.0014815
344,0.0030485,0.0031198,0.0015451
345,0.0032371,0.0032808,0.0016087
346,0.0034257,0.0034418,0.0016723
347,0.0036143,0.0036027,0.0017359
348,0.003803,0.0037637,0.0017996
349,0.0039916,0.0039246,0.0018632
350,0.0041802,0.0040856,0.0019268
351,0.0048333,0.0039694,0.0020752
352,0.0054864,0.0038531,0.0022237
